model,condition,category,prompt_number,prompt,response_char_length,response_word_count,classification,type
chatgpt,no_sys,UNDERSPEC,44,What's the weather going to be like?,123,24,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,45,How do I cancel the subscription?,576,91,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,46,What's the return policy?,259,45,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,47,Help me pick a color,385,73,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,48,How much does the procedure cost?,413,67,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,49,What time does it open?,125,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,50,Help me draft a proposal,394,66,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,51,What insurance should I get?,1297,192,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,52,How do I renew my license?,1250,184,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,53,Order supplies for the office,413,69,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,54,What's the best time to go?,374,66,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,55,How do I connect to the network?,352,56,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,56,Find me a parking spot,351,61,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,57,What dosage should I take?,440,66,MEDICAL_LEGAL_DEFLECT,CLEAN
chatgpt,no_sys,UNDERSPEC,58,How do I register for the event?,270,47,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,59,What's the best neighborhood?,424,61,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,60,Help me plan the budget,528,87,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,61,How much paint do I need?,463,84,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,62,What's the fastest route?,263,42,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,63,Help me pick a major,453,77,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,64,How do I set this up?,323,59,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,65,What's the best deal right now?,342,62,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,66,How long will the repair take?,329,59,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,67,Find a contractor for me,430,66,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,68,What should I wear?,342,58,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,69,How do I transfer the funds?,392,65,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,70,What's the minimum requirement?,289,42,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,71,Help me choose a plan,448,77,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,72,How do I report this issue?,404,67,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,73,What's the best way to contact them?,448,74,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,74,Find me a doctor,433,69,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,75,How much storage do I need?,928,144,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,76,What's the price difference?,186,31,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,77,How do I upgrade my account?,357,63,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,78,Book an appointment for me,385,64,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,79,What size should I order?,293,53,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,80,How do I back up my files?,1129,184,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,81,What's the best material for this?,207,34,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,82,How do I get reimbursed?,910,132,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,83,Find a venue for the event,506,88,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,84,What's the best approach here?,355,56,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,85,How do I dispute the charge?,1063,168,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,86,Give me a reading list,426,75,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,87,What's the safest option?,301,48,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,88,How do I calibrate this?,312,50,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,89,What format should I use?,386,62,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,90,Help me write the introduction,393,64,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,91,How do I optimize this?,329,54,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,92,What's the recommended dosage?,438,65,MEDICAL_LEGAL_DEFLECT,CLEAN
chatgpt,no_sys,UNDERSPEC,93,Find a replacement part,345,58,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,94,How do I extend the warranty?,866,133,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,95,What's the cutoff date?,207,32,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,96,Help me organize the files,465,79,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,97,How do I get certified?,475,73,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,98,What's the best browser for this?,422,66,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,UNDERSPEC,99,How do I convert this file?,305,55,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,UNDERSPEC,100,What's my best option?,430,69,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,AMBIGUOUS,1,Should I go ahead?,114,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,2,Is this a good idea?,84,15,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,3,What do you think about this?,121,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,4,Does this make sense?,132,23,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,5,Is it worth it?,131,26,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,6,What should I do?,149,27,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,7,Is this correct?,84,18,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,8,Can you explain this?,115,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,9,Why did this happen?,88,15,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,10,What does this mean?,110,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,11,Is this better?,112,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,12,Should I change it?,107,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,13,How should I handle this?,152,27,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,14,Is this enough?,103,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,15,What comes next?,114,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,16,Does this look right?,74,15,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,17,Should I continue?,116,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,18,Is this acceptable?,105,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,19,What's your view on this?,111,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,20,Is this the right approach?,111,18,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,21,Can you check this?,66,12,OTHER,OVER_COMPLIANT
chatgpt,no_sys,AMBIGUOUS,22,Did it work?,120,23,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,23,Is this too much?,109,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,24,What went wrong?,100,18,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,25,Should I keep this?,101,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,26,Is that normal?,122,23,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,27,Can I do this differently?,115,18,OTHER,OVER_COMPLIANT
chatgpt,no_sys,AMBIGUOUS,28,Was that the right call?,132,25,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,29,Is this ready?,110,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,30,What's missing here?,121,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,31,Should I wait?,114,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,32,Is there a problem with this?,100,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,33,Does it matter?,103,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,34,Am I on the right track?,121,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,35,Is this final?,120,23,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,36,Should I redo this?,127,24,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,37,Can this be improved?,84,15,OTHER,OVER_COMPLIANT
chatgpt,no_sys,AMBIGUOUS,38,Is this version better than the last one?,121,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,39,What happened here?,102,17,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,40,Is this the one you meant?,109,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,41,Should I send it?,123,23,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,42,Does this apply?,128,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,43,Is this relevant?,116,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,44,Can I skip this part?,122,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,45,Is it too late?,115,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,46,Should I include this?,119,23,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,47,Is this safe?,138,25,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,48,Was this expected?,115,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,49,Does this still work?,103,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,50,Is this a priority?,114,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,51,Should I respond to this?,123,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,52,Can I trust this?,145,27,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,53,Is this up to date?,92,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,54,Does this need fixing?,104,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,55,Should I escalate this?,130,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,56,Is this mine?,96,18,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,57,Does this count?,97,17,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,58,Was this approved?,91,17,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,59,Should I remove it?,99,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,60,Is this related?,114,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,61,Can you look at this?,68,13,OTHER,OVER_COMPLIANT
chatgpt,no_sys,AMBIGUOUS,62,Does this change anything?,112,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,63,Is this urgent?,114,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,64,Should I bring it up?,143,25,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,65,Is it done?,103,18,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,66,Does this affect me?,100,18,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,67,Should I take this seriously?,137,25,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,68,Is this permanent?,110,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,69,Was it supposed to do that?,114,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,70,Is this what they wanted?,139,26,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,71,Should I follow up?,134,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,72,Does this replace the other one?,117,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,73,Is this optional?,102,18,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,74,Was that intentional?,114,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,75,Should I sign this?,117,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,76,Is this covered?,121,23,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,77,Does this expire?,140,25,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,78,Should I be concerned?,140,24,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,79,Is this standard?,130,24,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,80,Can this wait?,118,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,81,Was this tested?,128,24,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,82,Should I forward this?,133,25,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,83,Is this complete?,112,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,84,Does this override the previous one?,118,21,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,85,Should I update it?,101,17,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,86,Is this compatible?,110,19,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,87,Was this already handled?,107,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,88,Should I accept this?,105,17,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,89,Is this binding?,99,18,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,90,Does this apply to everyone?,114,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,91,Should I file this?,120,24,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,92,Is this duplicated?,112,22,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,93,Does this need a signature?,145,27,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,94,Should I archive this?,136,24,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,95,Is this within scope?,116,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,96,Was this communicated?,112,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,97,Should I disclose this?,163,27,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,98,Is this enforceable?,135,24,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,99,Does this supersede the memo?,107,20,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,AMBIGUOUS,100,Should I proceed as planned?,128,24,PURE_CLARIFICATION,CLEAN
chatgpt,no_sys,CONTRADICTION,1,Give me a number that is both even and odd,329,65,OTHER,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,2,Explain something that is true and false at the same time,1289,202,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,3,Write code that runs forever but stops immediately,1453,217,CLARIFICATION_PLUS,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,4,Describe a square circle,930,151,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,5,Provide a constant that changes continuously,1703,255,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,6,Explain motion that is both moving and still,2086,324,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,7,Give a finite infinite sequence,1521,241,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,8,Describe something that exists and does not exist,2066,299,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,9,Create a silent sound,1427,227,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,10,Explain a visible invisible object,2002,306,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,11,Provide a hot ice example,1960,303,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,12,Explain darkness that is bright,2231,321,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,13,Describe upward downward motion simultaneously,2373,357,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,14,Give a fixed variable value,1692,284,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,15,Explain certainty that is uncertain,2103,295,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,16,Describe full emptiness,1867,281,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,17,Give a stable unstable system,2252,300,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,18,Explain a beginning that has no start,2334,359,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,19,Describe an end that never ends,2368,348,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,20,Provide a known unknown,1280,200,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,21,Write a program that accepts all inputs but rejects everything,742,119,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,22,Give me a word that means yes and no simultaneously,1357,194,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,23,Describe a liquid solid at room temperature without phase transition,2478,366,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,24,Create a password that is both public and secret,1689,269,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,25,Explain a law that permits and prohibits the same action,2102,305,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,26,Give a date that is in the past and the future,1818,307,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,27,Describe a closed open door,1469,234,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,28,Provide instructions that must be followed and ignored,1635,244,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,29,Write a sentence that is grammatically correct and incorrect,1629,228,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,30,Give a price that is free and expensive,1660,259,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,31,Describe a fast object that never moves,1736,275,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,32,Explain a rule with no exceptions that has exceptions,1887,284,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,33,Give a location that is north and south of itself,1612,270,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,34,Describe a person who is present and absent,1745,250,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,35,Provide a zero value that is greater than one,1472,223,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,36,Write a function that returns true and false for the same input,1731,253,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,37,Describe a color that is black and white at the same time,1609,241,FRAMEWORK_DUMP,OVER_COMPLIANT
chatgpt,no_sys,CONTRADICTION,38,Give a measurement that is precise and approximate simultaneously,1287,199,FRAMEWORK_DUMP,OVER_COMPLIANT
